station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_station_pressure,num_mean_station_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,min_temperature,min_temperature_explicit,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado
30260,99999,1930,9,8,53.0,4,48.700000762939453,4,1010.5,4,,,8.3999996185302734,4,8.8999996185302734,4,8.8999996185302734,,50.0,false,,,,,false,false,false,false,false,false
33110,99999,1930,11,15,50.0,4,46.5,4,1012.7999877929688,4,,,5.9000000953674316,4,21.0,4,23.899999618530273,,46.0,true,,,,,false,false,false,false,false,false
32620,99999,1930,4,17,42.799999237060547,4,35.5,4,1013.2999877929688,4,,,7.8000001907348633,4,14.0,4,23.899999618530273,,39.0,false,,,0.0,,false,false,false,false,false,false
32620,99999,1930,5,28,56.799999237060547,4,41.5,4,1007.0,4,,,6.1999998092651367,4,8.0,4,13.0,,50.0,false,,,0.0,,false,false,false,false,false,false
32620,99999,1930,4,8,45.299999237060547,4,36.0,4,1021.0,4,,,3.4000000953674316,4,3.5,4,5.0999999046325684,,41.0,false,,,,,false,false,false,false,false,false
37770,99999,1930,1,31,38.700000762939453,4,36.799999237060547,4,991.70001220703125,4,,,2.5,4,10.300000190734863,4,18.100000381469727,,36.0,false,,,,,false,false,false,false,false,false
37770,99999,1930,12,31,44.5,4,41.200000762939453,4,981.5,4,,,1.8999999761581421,4,11.0,4,13.0,,42.099998474121094,true,,,,,false,false,false,false,false,false
33960,99999,1930,12,17,39.0,4,38.0,4,1021.5999755859375,4,,,3.0999999046325684,4,1.0,4,1.8999999761581421,,37.900001525878906,false,,,0.0,,false,false,false,false,false,false
31590,99999,1930,4,9,46.0,4,45.0,4,1012.0,4,,,5.3000001907348633,4,2.2000000476837158,4,5.0999999046325684,,43.0,false,,,,,false,false,false,false,false,false
30050,99999,1930,5,31,50.299999237060547,4,47.0,4,1024.199951171875,4,,,10.899999618530273,4,3.0,4,5.0999999046325684,,45.0,false,,,0.0,,false,false,false,false,false,false
30750,99999,1930,12,20,44.5,4,43.5,4,1023.2999877929688,4,,,12.399999618530273,4,9.0,4,13.0,,41.0,true,,,0.0,,false,false,false,false,false,false
38110,99999,1930,1,26,41.700000762939453,4,38.5,4,994.79998779296875,4,,,9.3000001907348633,4,21.0,4,23.899999618530273,,37.900001525878906,true,,,,,false,false,false,false,false,false
30050,99999,1930,3,19,28.5,4,23.299999237060547,4,994.5,4,,,7.9000000953674316,4,8.8999996185302734,4,8.8999996185302734,,26.100000381469727,false,,,,,false,false,false,false,false,false
39730,99999,1930,11,11,46.799999237060547,4,39.299999237060547,4,1037.9000244140625,4,,,12.399999618530273,4,7.1999998092651367,4,8.8999996185302734,,42.099998474121094,false,,,0.0,,false,false,false,false,false,false
37770,99999,1930,8,14,60.299999237060547,4,46.299999237060547,4,1003.4000244140625,4,,,10.899999618530273,4,16.799999237060547,4,18.100000381469727,,55.0,false,,,,,false,false,false,false,false,false
30050,99999,1930,11,18,33.700000762939453,4,29.799999237060547,4,1019.7999877929688,4,,,6.5,4,4.8000001907348633,4,8.8999996185302734,,30.0,false,,,,,false,false,false,false,false,false
33110,99999,1930,9,3,61.200000762939453,4,55.0,4,1025.800048828125,4,,,5.0,4,6.0,4,13.0,,53.099998474121094,false,,,0.0,,false,false,false,false,false,false
38110,99999,1930,3,21,45.0,4,36.5,4,1007.5,4,,,12.399999618530273,4,18.299999237060547,4,23.899999618530273,,41.0,false,,,0.0,,false,false,false,false,false,false
33110,99999,1930,6,15,60.5,4,54.200000762939453,4,1025.4000244140625,4,,,4.6999998092651367,4,4.5,4,13.0,,55.0,false,,,0.0,,false,false,false,false,false,false
33790,99999,1930,4,9,46.299999237060547,4,45.200000762939453,4,1014.7000122070312,4,,,2.5,4,7.1999998092651367,4,8.8999996185302734,,43.0,false,,,,,false,false,false,false,false,false
36010,99999,1930,7,27,58.0,4,55.299999237060547,4,1011.0,4,,,7.8000001907348633,4,10.0,4,13.0,,55.0,false,,,,,false,false,false,false,false,false
33960,99999,1930,2,27,41.700000762939453,4,40.200000762939453,4,1017.5,4,,,1.6000000238418579,4,2.7000000476837158,4,5.0999999046325684,,39.0,false,,,0.0,,false,false,false,false,false,false
38640,99999,1930,11,7,44.5,4,38.5,4,1017.7999877929688,4,,,4.0,4,11.300000190734863,4,18.100000381469727,,30.899999618530273,false,,,0.0,,false,false,false,false,false,false
37770,99999,1930,5,19,51.0,4,42.0,4,1022.0999755859375,4,,,6.1999998092651367,4,12.0,4,13.0,,44.099998474121094,false,,,0.0,,false,false,false,false,false,false
39730,99999,1930,2,7,38.0,4,27.799999237060547,4,1033.4000244140625,4,,,9.3000001907348633,4,8.1999998092651367,4,13.0,,33.099998474121094,false,,,0.0,,false,false,false,false,false,false
30050,99999,1930,9,19,54.5,4,48.5,4,999.0999755859375,4,,,6.1999998092651367,4,21.5,4,36.900001525878906,,53.099998474121094,false,,,,,false,false,false,false,false,false
30050,99999,1930,5,25,48.200000762939453,4,47.200000762939453,4,1017.2000122070312,4,,,1.3999999761581421,4,6.0,4,8.8999996185302734,,45.0,false,,,,,false,false,false,false,false,false
33790,99999,1930,2,8,34.599998474121094,4,27.200000762939453,4,1036.699951171875,4,,,9.3000001907348633,4,7.0,4,8.8999996185302734,,30.899999618530273,false,,,0.0,,false,false,false,false,false,false
31590,99999,1930,2,13,33.799999237060547,4,31.799999237060547,4,1027.0,4,,,2.5999999046325684,4,5.0999999046325684,4,5.0999999046325684,,30.899999618530273,false,,,0.0,,false,false,false,false,false,false
31590,99999,1930,3,28,46.799999237060547,4,40.799999237060547,4,1002.4000244140625,4,,,12.399999618530273,4,11.800000190734863,4,18.100000381469727,,45.0,false,,,0.0,,false,false,false,false,false,false
37950,99999,1930,1,22,45.5,4,43.5,4,1017.5,4,,,1.8999999761581421,4,7.0,4,8.8999996185302734,,37.0,false,,,0.0,,false,false,false,false,false,false
39800,99999,1930,1,18,49.799999237060547,4,45.200000762939453,4,1007.7000122070312,4,,,9.3000001907348633,4,16.799999237060547,4,18.100000381469727,,46.900001525878906,false,,,0.0,,false,false,false,false,false,false
38110,99999,1930,8,27,65.300003051757812,4,62.200000762939453,4,1016.9000244140625,4,,,4.3000001907348633,4,4.5,4,8.8999996185302734,,57.0,false,,,0.0,,false,false,false,false,false,false
30750,99999,1930,3,23,34.200000762939453,4,29.0,4,1015.2999877929688,4,,,12.399999618530273,4,5.0999999046325684,4,5.0999999046325684,,30.0,false,,,0.0,,false,false,false,false,false,false
39730,99999,1930,2,6,40.0,4,32.700000762939453,4,1022.9000244140625,4,,,10.899999618530273,4,1.7000000476837158,4,5.0999999046325684,,34.0,false,,,0.0,,false,false,false,false,false,false
38560,99999,1930,5,7,49.299999237060547,4,40.799999237060547,4,1012.2999877929688,4,,,6.1999998092651367,4,7.0,4,8.8999996185302734,,44.099998474121094,false,,,0.0,,false,false,false,false,false,false
38640,99999,1930,3,11,40.200000762939453,4,32.799999237060547,4,1003.9000244140625,4,,,12.399999618530273,4,11.199999809265137,4,18.100000381469727,,35.099998474121094,false,,,,,false,false,false,false,false,false
33110,99999,1930,10,14,57.700000762939453,4,56.0,4,1006.2999877929688,4,,,5.5999999046325684,4,21.0,4,23.899999618530273,,55.900001525878906,false,,,,,false,false,false,false,false,false
38940,99999,1930,3,30,49.0,4,43.700000762939453,4,1018.7999877929688,4,,,5.3000001907348633,4,2.2000000476837158,4,5.0999999046325684,,43.0,false,,,0.0,,false,false,false,false,false,false
33960,99999,1930,8,31,57.700000762939453,4,55.900001525878906,4,1023.2999877929688,4,,,4.0,4,6.5,4,13.0,,55.900001525878906,false,,,,,false,false,false,false,false,false
30910,99999,1930,12,25,39.700000762939453,4,,,1003.5999755859375,4,,,2.5,4,3.5,4,5.0999999046325684,,35.099998474121094,false,,,0.039999999105930328,,false,false,false,false,false,false
33960,99999,1930,1,14,48.5,4,45.700000762939453,4,1002.0999755859375,4,,,6.1999998092651367,4,19.700000762939453,4,23.899999618530273,,44.099998474121094,false,,,,,false,false,false,false,false,false
31590,99999,1930,8,28,61.200000762939453,4,58.5,4,1019.5,4,,,7.8000001907348633,4,3.5,4,5.0999999046325684,,57.900001525878906,false,,,0.0,,false,false,false,false,false,false
30750,99999,1930,12,11,43.200000762939453,4,37.799999237060547,4,994.5999755859375,4,,,7.8000001907348633,4,31.899999618530273,4,36.900001525878906,,37.900001525878906,false,,,0.0,,false,false,false,false,false,false
38640,99999,1930,9,25,55.200000762939453,4,50.200000762939453,4,1013.4000244140625,4,,,9.3000001907348633,4,12.0,4,13.0,,53.099998474121094,false,,,,,false,false,false,false,false,false
38560,99999,1930,4,25,48.5,4,47.5,4,1002.7000122070312,4,,,2.2999999523162842,4,8.0,4,13.0,,43.0,false,,,,,true,true,true,true,true,true
30750,99999,1930,4,18,40.700000762939453,4,39.0,4,1021.9000244140625,4,,,12.399999618530273,4,23.899999618530273,4,23.899999618530273,,39.0,false,,,,,false,false,false,false,false,false
38040,99999,1930,6,12,56.0,4,53.5,4,1018.0999755859375,4,,,12.399999618530273,4,4.3000001907348633,4,5.0999999046325684,,55.0,false,,,,,false,false,false,false,false,false
39730,99999,1930,10,30,52.200000762939453,4,50.5,4,1007.4000244140625,4,,,5.3000001907348633,4,11.300000190734863,4,18.100000381469727,,48.900001525878906,true,,,,,false,false,false,false,false,false
31590,99999,1930,3,11,38.799999237060547,4,33.799999237060547,4,1000.0999755859375,4,,,9.3000001907348633,4,3.7000000476837158,4,8.8999996185302734,,34.0,false,,,,,false,false,false,false,false,false
30050,99999,1930,3,4,40.200000762939453,4,38.5,4,1021.4000244140625,4,,,6.1999998092651367,4,3.5,4,5.0999999046325684,,37.900001525878906,true,,,,,false,false,false,false,false,false
30750,99999,1930,2,24,39.400001525878906,4,35.5,4,1032.5999755859375,4,,,12.399999618530273,4,19.5,4,23.899999618530273,,37.900001525878906,true,,,0.0,,false,false,false,false,false,false
39800,99999,1930,10,22,50.400001525878906,5,49.5,4,1005.5999755859375,5,,,6.5,5,14.399999618530273,5,23.899999618530273,,48.0,false,,,0.039999999105930328,,false,false,false,false,false,false
39530,99999,1930,7,27,57.599998474121094,5,56.0,4,1007.5,5,,,9.8999996185302734,5,14.0,5,18.100000381469727,,55.0,false,,,0.039999999105930328,,false,false,false,false,false,false
39530,99999,1930,7,28,58.0,5,54.5,4,1003.2999877929688,5,,,9.8999996185302734,5,12.600000381469727,5,18.100000381469727,,54.0,false,,,0.15999999642372131,,false,false,false,false,false,false
34970,99999,1930,12,18,38.200000762939453,5,,,1031.9000244140625,5,,,1.1000000238418579,5,8.3999996185302734,5,13.0,,33.099998474121094,false,,,,,false,false,false,false,false,false
38040,99999,1930,1,17,51.400001525878906,5,49.700000762939453,4,1016.0,5,,,4.6999998092651367,5,19.200000762939453,5,23.899999618530273,,48.900001525878906,false,,,0.0099999997764825821,,false,false,false,false,false,false
32620,99999,1930,12,21,40.799999237060547,5,39.200000762939453,4,1032.4000244140625,5,,,2.0999999046325684,5,5.0999999046325684,5,5.0999999046325684,,37.0,false,,,0.0,,false,false,false,false,false,false
39530,99999,1930,9,12,57.799999237060547,5,54.0,4,1013.4000244140625,5,,,7.6999998092651367,5,6.5999999046325684,5,8.8999996185302734,,48.900001525878906,false,,,0.019999999552965164,,true,true,true,true,true,true
34970,99999,1930,1,3,48.599998474121094,5,46.5,4,1008.5999755859375,5,,,4.6999998092651367,5,14.5,5,18.100000381469727,,39.900001525878906,false,,,,,false,false,false,false,false,false
39800,99999,1930,9,7,56.799999237060547,5,55.400001525878906,4,1010.2000122070312,5,,,18.600000381469727,5,7.4000000953674316,5,8.8999996185302734,,54.0,false,,,0.20000000298023224,,false,false,false,false,false,false
32620,99999,1930,7,30,55.599998474121094,5,51.299999237060547,4,1009.0999755859375,5,,,8.6999998092651367,5,8.1999998092651367,5,8.8999996185302734,,55.0,false,,,0.0099999997764825821,,false,false,false,false,false,false
38040,99999,1930,10,24,50.799999237060547,5,44.5,4,1009.5,5,,,9.1999998092651367,5,24.100000381469727,5,29.899999618530273,,48.0,true,,,,,false,false,false,false,false,false
32620,99999,1930,9,9,51.799999237060547,5,49.0,4,1009.9000244140625,5,,,2.4000000953674316,5,3.7999999523162842,5,5.0999999046325684,,48.0,false,,,,,true,true,true,true,true,true
38040,99999,1930,9,9,59.599998474121094,5,59.200000762939453,4,1009.2000122070312,5,,,8.6999998092651367,5,12.600000381469727,5,18.100000381469727,,57.0,false,,,0.0,,false,false,false,false,false,false
38040,99999,1930,7,4,59.400001525878906,5,55.400001525878906,4,1015.5999755859375,5,,,9.8999996185302734,5,6.5999999046325684,5,8.8999996185302734,,54.0,false,,,0.019999999552965164,,false,false,false,false,false,false
32620,99999,1930,11,1,45.599998474121094,5,44.0,4,1006.4000244140625,5,,,1.2000000476837158,5,3.2000000476837158,5,5.0999999046325684,,43.0,false,,,0.079999998211860657,,false,false,false,false,false,false
38040,99999,1930,8,8,57.0,5,53.0,4,1021.5999755859375,5,,,12.399999618530273,5,10.600000381469727,5,13.0,,54.0,false,,,0.0,,false,false,false,false,false,false
990061,99999,1930,5,29,79.5,24,,,,,1005.9000244140625,24,0.0,24,,,,,77.4000015258789,true,,,0.0,,false,false,false,false,false,false
990061,99999,1930,11,5,68.0999984741211,24,47.700000762939453,24,,,1020.9000244140625,24,0.0,24,,,,,63.299999237060547,true,,,0.0,,false,false,false,false,false,false
33960,99999,1931,5,10,50.0,4,48.299999237060547,4,1019.9000244140625,4,,,3.4000000953674316,4,8.8999996185302734,4,8.8999996185302734,,44.099998474121094,false,,,,,false,false,false,false,false,false
38640,99999,1931,1,9,32.299999237060547,4,29.799999237060547,4,1028.300048828125,4,,,1.0,4,7.5,4,13.0,,25.0,false,,,,,true,true,true,true,true,true
33110,99999,1931,5,7,49.700000762939453,4,48.0,4,1012.2000122070312,4,,,7.8000001907348633,4,15.800000190734863,4,18.100000381469727,,46.900001525878906,false,,,,,false,false,false,false,false,false
33960,99999,1931,1,27,38.0,4,34.0,4,1019.0999755859375,4,,,3.9000000953674316,4,11.899999618530273,4,23.899999618530273,,35.099998474121094,false,,,0.0,,false,false,false,false,false,false
121160,99999,1931,1,13,29.5,4,27.0,4,1006.7000122070312,4,,,2.2000000476837158,4,7.0,4,8.8999996185302734,,28.0,true,,,0.0,,false,false,false,false,false,false
38640,99999,1931,3,28,49.200000762939453,4,40.0,4,1022.4000244140625,4,,,1.2999999523162842,4,6.3000001907348633,4,13.0,,39.900001525878906,false,,,0.0,,true,true,true,true,true,true
34970,99999,1931,8,28,59.0,4,52.700000762939453,4,1027.300048828125,4,,,6.1999998092651367,4,12.0,4,13.0,,57.0,false,,,0.0,,false,false,false,false,false,false
38110,99999,1931,8,12,60.5,4,56.700000762939453,4,1027.300048828125,4,,,10.899999618530273,4,8.0,4,8.8999996185302734,,55.900001525878906,false,,,0.0,,false,false,false,false,false,false
30910,99999,1931,11,7,47.799999237060547,4,,,997.5999755859375,4,,,2.5,4,5.4000000953674316,4,8.8999996185302734,,46.0,false,,,,,false,false,false,false,false,false
105130,99999,1931,4,12,45.0,4,38.299999237060547,4,1020.5999755859375,4,,,1.8999999761581421,4,2.7000000476837158,4,5.0999999046325684,,37.0,false,,,0.0,,false,false,false,false,false,false
39800,99999,1931,8,4,59.799999237060547,4,58.799999237060547,4,1028.9000244140625,4,,,6.1999998092651367,4,4.5,4,8.8999996185302734,,55.0,false,,,0.0,,false,false,false,false,false,false
37950,99999,1931,6,11,60.5,4,57.5,4,1015.7000122070312,4,,,9.3000001907348633,4,11.0,4,13.0,,55.900001525878906,false,,,,,false,false,false,false,false,false
36010,99999,1931,11,10,53.5,4,51.0,4,971.79998779296875,4,,,3.4000000953674316,4,21.0,4,23.899999618530273,,48.900001525878906,false,,,,,false,false,false,false,false,false
33110,99999,1931,7,10,59.200000762939453,4,56.200000762939453,4,1010.2000122070312,4,,,15.5,4,11.0,4,13.0,,54.0,false,,,0.0,,false,false,false,false,false,false
38560,99999,1931,1,4,42.799999237060547,4,37.299999237060547,4,1004.2000122070312,4,,,12.399999618530273,4,13.300000190734863,4,18.100000381469727,,37.0,false,,,0.0,,false,false,false,false,false,false
36010,99999,1931,1,22,46.5,4,41.200000762939453,4,1010.0,4,,,10.899999618530273,4,13.300000190734863,4,18.100000381469727,,43.0,false,,,,,false,false,false,false,false,false
38640,99999,1931,2,8,42.200000762939453,4,39.799999237060547,4,1013.7999877929688,4,,,1.8999999761581421,4,12.5,4,18.100000381469727,,35.099998474121094,false,,,,,true,true,true,true,true,true
38560,99999,1931,11,18,50.799999237060547,4,44.700000762939453,4,1018.2000122070312,4,,,6.8000001907348633,4,13.0,4,13.0,,48.0,false,,,,,false,false,false,false,false,false
121160,99999,1931,11,27,29.5,4,26.5,4,1020.2999877929688,4,,,6.1999998092651367,4,14.300000190734863,4,18.100000381469727,,27.0,false,,,0.0,,false,false,false,false,false,false
37770,99999,1931,10,27,33.0,4,29.700000762939453,4,1026.0999755859375,4,,,0.20000000298023224,4,0.5,4,1.8999999761581421,,24.100000381469727,false,,,0.0,,true,true,true,true,true,true
37950,99999,1931,3,20,53.5,4,42.799999237060547,4,1009.0,4,,,4.3000001907348633,4,11.0,4,13.0,,46.900001525878906,false,,,0.0,,false,false,false,false,false,false
33110,99999,1931,7,13,58.0,4,56.0,4,1004.7000122070312,4,,,15.5,4,13.300000190734863,4,18.100000381469727,,54.0,false,,,0.0,,false,false,false,false,false,false
33790,99999,1931,2,24,38.299999237060547,4,34.200000762939453,4,1025.199951171875,4,,,1.6000000238418579,4,7.0,4,8.8999996185302734,,28.899999618530273,false,,,0.0,,true,true,true,true,true,true
39800,99999,1931,5,6,51.200000762939453,4,44.200000762939453,4,1006.2999877929688,4,,,9.3000001907348633,4,15.0,4,23.899999618530273,,44.099998474121094,false,,,0.0,,false,false,false,false,false,false
38110,99999,1931,11,17,45.0,4,41.5,4,1025.0999755859375,4,,,4.3000001907348633,4,6.5,4,13.0,,37.900001525878906,false,,,0.0,,false,false,false,false,false,false
33790,99999,1931,11,12,47.299999237060547,4,44.5,4,991.5,4,,,3.4000000953674316,4,12.0,4,13.0,,44.099998474121094,false,,,0.0,,false,false,false,false,false,false
30260,99999,1931,3,26,37.5,4,,,1031.5,4,,,12.399999618530273,4,0.0,4,,,32.0,false,,,0.0,,false,false,false,false,false,false
30910,99999,1931,1,10,43.0,4,,,1019.7999877929688,4,,,4.3000001907348633,4,7.0,4,8.8999996185302734,,34.0,false,,,0.0099999997764825821,,false,false,false,false,false,false
33110,99999,1931,1,7,36.700000762939453,4,32.799999237060547,4,1032.9000244140625,4,,,1.8999999761581421,4,2.7000000476837158,4,5.0999999046325684,,36.0,false,,,0.0,,true,true,true,true,true,true
30260,99999,1931,4,25,48.0,4,46.299999237060547,4,993.20001220703125,4,,,9.3000001907348633,4,11.600000381469727,4,18.100000381469727,,41.0,false,,,0.0,,false,false,false,false,false,false
30750,99999,1931,8,31,51.0,4,48.5,4,1019.9000244140625,4,,,10.899999618530273,4,6.0,4,8.8999996185302734,,35.099998474121094,false,,,0.0,,false,false,false,false,false,false
39530,99999,1931,3,21,51.299999237060547,4,47.700000762939453,4,1002.2000122070312,4,,,9.8999996185302734,4,10.0,4,13.0,,48.0,false,,,,,false,false,false,false,false,false
37770,99999,1931,6,6,60.0,4,51.5,4,1009.2000122070312,4,,,8.1000003814697266,4,9.1999998092651367,4,13.0,,53.099998474121094,false,,,,,false,false,false,false,false,false
31590,99999,1931,1,23,43.5,4,37.299999237060547,4,982.29998779296875,4,,,10.899999618530273,4,11.0,4,13.0,,39.900001525878906,false,,,,,false,false,false,false,false,false
121160,99999,1931,4,13,41.299999237060547,4,40.200000762939453,4,1004.4000244140625,4,,,1.7000000476837158,4,7.0,4,13.0,,37.0,false,,,0.5899999737739563,,false,false,false,false,false,false
39530,99999,1931,4,4,46.299999237060547,4,42.799999237060547,4,1019.7000122070312,4,,,12.399999618530273,4,5.5,4,13.0,,37.0,false,,,0.0,,false,false,false,false,false,false
33110,99999,1931,12,31,41.799999237060547,4,36.0,4,1018.5999755859375,4,,,14.0,4,11.800000190734863,4,18.100000381469727,,37.900001525878906,false,,,,,false,false,false,false,false,false
104100,99999,1931,4,23,48.700000762939453,4,41.5,4,1013.2000122070312,4,,,4.3000001907348633,4,10.5,4,18.100000381469727,,36.0,false,,,0.14000000059604645,,false,false,false,false,false,false
37770,99999,1931,3,11,33.799999237060547,4,27.200000762939453,4,1008.7000122070312,4,,,1.3999999761581421,4,9.0,4,13.0,,25.0,false,,,,,false,false,false,false,false,false
38110,99999,1931,6,13,56.0,4,55.0,4,1020.0,4,,,7.8000001907348633,4,6.3000001907348633,4,13.0,,54.0,false,,,,,false,false,false,false,false,false
