station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_station_pressure,num_mean_station_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,min_temperature,min_temperature_explicit,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado
382620,99999,1937,6,4,79.199996948242188,4,,,,,,,7.0999999046325684,4,5.6999998092651367,4,8.8999996185302734,,66.0,true,,,0.0,,false,false,false,false,false,false
351210,99999,1937,6,29,76.5,4,,,,,,,6.1999998092651367,4,1.8999999761581421,4,1.8999999761581421,,59.0,false,,,0.0,,false,false,false,false,false,false
218250,99999,1937,8,3,57.700000762939453,4,,,,,,,9.8999996185302734,4,,,,,52.0,false,,,0.0,,false,false,false,false,false,false
104990,99999,1937,10,15,48.0,4,46.0,4,1020.5,4,,,1.8999999761581421,4,3.5,4,5.0999999046325684,,43.0,false,,,0.0099999997764825821,,false,false,false,false,false,false
358490,99999,1937,6,21,65.0,4,,,1007.2000122070312,4,,,7.8000001907348633,4,10.199999809265137,4,18.100000381469727,,55.0,false,,,0.0,,false,false,false,false,false,false
372600,99999,1937,7,22,77.0,4,,,1005.5,4,,,6.1999998092651367,4,,,,,66.0,false,,,0.0,,false,false,false,false,false,false
202920,99999,1937,9,25,23.700000762939453,4,,,993.20001220703125,4,,,1.3999999761581421,4,12.5,4,23.899999618530273,,16.0,true,,,0.0099999997764825821,,false,false,false,false,false,false
371930,99999,1937,10,22,37.299999237060547,4,,,,,,,8.3999996185302734,4,0.5,4,1.8999999761581421,,25.0,false,,,0.0,,false,false,false,false,false,false
349540,99999,1937,6,26,68.5,4,,,,,,,6.1999998092651367,4,2.5,4,5.0999999046325684,,57.0,true,,,,,false,false,false,false,false,false
286790,99999,1937,10,31,37.5,4,,,,,,,2.9000000953674316,4,5.0999999046325684,4,5.0999999046325684,,34.0,false,,,,,false,false,false,false,false,false
38140,99999,1937,11,23,50.200000762939453,4,45.299999237060547,4,1008.2999877929688,4,,,12.399999618530273,4,5.8000001907348633,4,13.0,,48.900001525878906,false,,,0.0,,false,false,false,false,false,false
222160,99999,1937,12,13,12.5,4,,,1026.800048828125,4,,,6.8000001907348633,4,9.0,4,13.0,,-2.0,false,,,0.0,,false,false,false,false,false,false
31850,99999,1937,7,11,55.0,4,49.0,4,1015.9000244140625,4,,,12.399999618530273,4,5.4000000953674316,4,8.8999996185302734,,50.0,false,,,0.0,,false,false,false,false,false,false
348800,99999,1937,5,5,60.5,4,,,1009.7999877929688,4,,,4.3000001907348633,4,8.0,4,13.0,,46.0,false,,,0.0,,false,false,false,false,false,false
379070,99999,1937,8,22,83.800003051757812,4,,,,,,,10.600000381469727,4,10.699999809265137,4,23.899999618530273,,68.0,false,,,0.0,,false,false,false,false,false,false
234050,99999,1937,1,6,31.0,4,,,,,,,7.8000001907348633,4,12.0,4,13.0,,28.0,false,,,,,false,false,false,false,false,false
388360,99999,1937,5,9,70.0,4,,,,,,,17.100000381469727,4,3.5,4,5.0999999046325684,,54.0,false,,,0.0,,false,false,false,false,false,false
379070,99999,1937,2,12,50.799999237060547,4,,,,,,,23.899999618530273,4,10.5,4,29.899999618530273,,43.0,true,,,0.0,,false,false,false,false,false,false
103430,99999,1937,3,31,42.0,4,,,1026.199951171875,4,,,6.1999998092651367,4,14.5,4,18.100000381469727,,30.0,false,,,0.0,,false,false,false,false,false,false
339020,99999,1937,7,16,72.5,4,,,1011.9000244140625,4,,,5.3000001907348633,4,3.0,4,5.0999999046325684,,68.0,true,,,0.0,,false,false,false,false,false,false
103490,99999,1937,2,26,33.299999237060547,4,31.299999237060547,4,1002.7999877929688,4,,,3.7000000476837158,4,8.5,4,18.100000381469727,,23.0,false,,,0.079999998211860657,,false,false,false,false,false,false
372280,99999,1937,4,18,40.700000762939453,4,,,1007.0,4,,,1.2999999523162842,4,5.5,4,13.0,,34.0,true,,,,,true,true,true,true,true,true
296340,99999,1937,6,12,52.700000762939453,4,,,,,,,5.3000001907348633,4,9.0,4,13.0,,48.0,false,,,,,false,false,false,false,false,false
349290,99999,1937,1,2,33.5,4,,,,,,,12.399999618530273,4,1.0,4,1.8999999761581421,,27.0,true,,,0.0,,false,false,false,false,false,false
351880,99999,1937,3,25,19.0,4,,,,,,,2.2999999523162842,4,,,,,14.0,true,,,0.0,,true,true,true,true,true,true
206670,99999,1937,1,15,26.5,4,,,,,,,0.800000011920929,4,25.700000762939453,4,36.900001525878906,,23.0,false,,,0.0,,false,false,false,false,false,false
370000,99999,1937,12,17,55.299999237060547,4,,,1019.5,4,,,7.8000001907348633,4,0.0,4,,,48.0,false,,,0.0,,false,false,false,false,false,false
104770,99999,1937,8,17,59.5,4,49.799999237060547,4,1010.4000244140625,4,,,6.8000001907348633,4,9.0,4,13.0,,45.0,false,,,0.0,,false,false,false,false,false,false
301020,99999,1937,8,27,59.0,4,,,998.5999755859375,4,,,5.3000001907348633,4,14.699999809265137,4,23.899999618530273,,41.0,true,,,0.029999999329447746,,false,false,false,false,false,false
30750,99999,1937,7,13,58.0,4,50.299999237060547,4,1007.2999877929688,4,,,8.3999996185302734,4,6.1999998092651367,4,8.8999996185302734,,48.900001525878906,true,,,,,false,false,false,false,false,false
32080,99999,1937,10,20,51.299999237060547,4,49.5,4,1015.7000122070312,4,,,3.4000000953674316,4,4.5,4,8.8999996185302734,,43.0,false,,,0.0,,false,false,false,false,false,false
296120,99999,1937,5,14,54.700000762939453,4,,,1000.7000122070312,4,,,6.1999998092651367,4,8.0,4,8.8999996185302734,,34.0,true,,,,,false,false,false,false,false,false
374840,99999,1937,8,16,74.5,4,,,1008.0999755859375,4,,,24.899999618530273,4,4.5,4,8.8999996185302734,,70.0,true,,,,,false,false,false,false,false,false
379890,99999,1937,5,14,59.799999237060547,4,,,1020.2000122070312,4,,,2.2000000476837158,4,5.1999998092651367,4,8.8999996185302734,,57.0,false,,,,,false,false,false,false,false,false
107760,99999,1937,2,6,37.5,4,33.799999237060547,4,1002.5,4,,,1.1000000238418579,4,8.1999998092651367,4,23.899999618530273,,32.0,false,,,0.079999998211860657,,false,false,false,false,false,false
370310,99999,1937,1,29,33.0,4,,,,,,,1.8999999761581421,4,9.0,4,18.100000381469727,,27.0,false,,,,,false,false,false,false,false,false
343000,99999,1937,10,17,32.5,4,,,1033.5999755859375,4,,,6.1999998092651367,4,0.5,4,1.8999999761581421,,23.0,false,,,0.0,,false,false,false,false,false,false
381980,99999,1937,4,12,52.200000762939453,4,,,1005.2000122070312,4,,,6.8000001907348633,4,16.899999618530273,4,29.899999618530273,,45.0,false,,,,,false,false,false,false,false,false
109620,99999,1937,6,14,68.0,4,52.5,4,1006.7000122070312,4,,,12.399999618530273,4,5.0,4,13.0,,61.0,false,,,,,false,false,false,false,false,false
323790,99999,1937,7,12,65.300003051757812,4,,,,,,,21.700000762939453,4,2.7000000476837158,4,8.8999996185302734,,52.0,false,,,0.0,,false,false,false,false,false,false
309650,99999,1937,4,24,22.200000762939453,4,,,,,,,5.4000000953674316,4,15.0,4,36.900001525878906,,12.0,false,,,0.0,,false,false,false,false,false,false
338370,99999,1937,1,14,17.700000762939453,4,,,1031.699951171875,4,,,,,26.899999618530273,4,29.899999618530273,,12.0,true,,,0.0,,false,false,false,false,false,false
278570,99999,1937,1,23,0.0,4,,,,,,,6.1999998092651367,4,5.1999998092651367,4,8.8999996185302734,,-8.0,true,,,0.0,,false,false,false,false,false,false
377350,99999,1937,2,8,44.5,4,,,1011.4000244140625,4,,,11.0,4,6.0,4,8.8999996185302734,,32.0,false,,,0.0,,false,false,false,false,false,false
237110,99999,1937,8,24,52.700000762939453,4,,,1015.7000122070312,4,,,12.399999618530273,4,12.199999809265137,4,18.100000381469727,,48.0,true,,,0.0,,false,false,false,false,false,false
238490,99999,1937,12,16,-15.300000190734863,4,,,1028.800048828125,4,,,1.6000000238418579,4,3.5,4,5.0999999046325684,,-26.0,true,,,0.0,,false,false,false,false,false,false
101270,99999,1937,8,1,66.199996948242188,4,60.299999237060547,4,1017.7999877929688,4,,,8.3999996185302734,4,14.300000190734863,4,18.100000381469727,,61.0,false,,,0.0,,false,false,false,false,false,false
33110,99999,1937,11,12,48.5,4,41.5,4,1025.800048828125,4,,,12.399999618530273,4,15.5,4,18.100000381469727,,48.0,false,,,,,false,false,false,false,false,false
103430,99999,1937,7,23,54.0,4,,,,,,,9.3000001907348633,4,15.5,4,18.100000381469727,,34.0,true,,,0.039999999105930328,,false,false,false,false,false,false
103280,99999,1937,3,24,39.5,4,,,1011.0,4,,,1.1000000238418579,4,1.0,4,1.8999999761581421,,36.0,false,,,0.0,,false,false,false,false,false,false
349290,99999,1937,10,16,38.0,4,,,,,,,4.3000001907348633,4,21.200000762939453,4,23.899999618530273,,37.0,true,,,,,false,false,false,false,false,false
202920,99999,1937,7,28,40.5,4,,,,,,,2.2999999523162842,4,8.5,4,18.100000381469727,,39.0,false,,,0.019999999552965164,,true,true,true,true,true,true
264770,99999,1937,7,30,62.0,4,,,1006.5,4,,,3.9000000953674316,4,1.7000000476837158,4,5.0999999046325684,,54.0,false,,,,,false,false,false,false,false,false
236310,99999,1937,1,27,-16.0,4,,,1033.300048828125,4,,,4.0,4,6.0,4,8.8999996185302734,,-20.0,true,,,0.0,,false,false,false,false,false,false
375450,99999,1937,5,23,66.699996948242188,4,,,1013.2000122070312,4,,,7.8000001907348633,4,10.0,4,13.0,,59.0,false,,,0.0,,false,false,false,false,false,false
282750,99999,1937,8,15,53.5,4,,,1017.9000244140625,4,,,5.3000001907348633,4,2.2000000476837158,4,5.0999999046325684,,43.0,false,,,,,false,false,false,false,false,false
249590,99999,1937,12,14,-15.300000190734863,4,,,1030.4000244140625,4,,,1.6000000238418579,4,2.7000000476837158,4,5.0999999046325684,,-18.0,true,,,,,false,false,false,false,false,false
236310,99999,1937,5,17,33.799999237060547,4,,,1027.5,4,,,12.399999618530273,4,0.5,4,1.8999999761581421,,25.0,false,,,0.0,,false,false,false,false,false,false
343000,99999,1937,12,5,46.0,4,,,1005.2000122070312,4,,,1.2999999523162842,4,3.2000000476837158,4,8.8999996185302734,,41.0,true,,,,,false,false,false,false,false,false
286610,99999,1937,1,4,26.700000762939453,4,,,1025.0,4,,,3.4000000953674316,4,7.0,4,13.0,,25.0,true,,,0.0,,false,false,false,false,false,false
356330,99999,1937,11,22,14.5,4,,,1042.4000244140625,4,,,12.399999618530273,4,2.5,4,5.0999999046325684,,0.0,false,,,0.0,,false,false,false,false,false,false
100010,99999,1937,10,28,56.0,4,54.0,4,1011.7000122070312,4,,,2.5,4,8.0,4,13.0,,54.0,true,,,0.0,,false,false,false,false,false,false
270370,99999,1937,9,7,46.5,4,,,1014.2000122070312,4,,,4.0,4,5.6999998092651367,4,8.8999996185302734,,36.0,false,,,0.0,,false,false,false,false,false,false
330380,99999,1937,2,13,13.699999809265137,4,,,1004.7000122070312,4,,,2.2000000476837158,4,7.1999998092651367,4,8.8999996185302734,,9.0,false,,,0.0,,false,false,false,false,false,false
299740,99999,1937,10,26,10.5,4,,,,,,,9.3000001907348633,4,0.0,4,,,7.0,false,,,,,false,false,false,false,false,false
379070,99999,1937,2,14,44.700000762939453,4,,,,,,,20.200000762939453,4,4.5,4,8.8999996185302734,,30.0,false,,,0.0,,false,false,false,false,false,false
320100,99999,1937,4,8,20.799999237060547,4,,,1006.5,4,,,9.3000001907348633,4,9.0,4,13.0,,18.0,true,,,0.0,,false,false,false,false,false,false
309650,99999,1937,2,11,-20.0,4,,,,,,,2.2000000476837158,4,2.7000000476837158,4,5.0999999046325684,,-31.0,false,,,0.0,,false,false,false,false,false,false
233300,99999,1937,2,5,0.20000000298023224,4,,,1007.2999877929688,4,,,4.3000001907348633,4,4.6999998092651367,4,13.0,,-11.0,false,,,,,false,false,false,false,false,false
272250,99999,1937,9,29,43.0,4,,,1022.7000122070312,4,,,5.3000001907348633,4,4.5,4,8.8999996185302734,,32.0,false,,,0.0,,false,false,false,false,false,false
249440,99999,1937,8,30,42.5,4,,,,,,,26.399999618530273,4,4.8000001907348633,4,8.8999996185302734,,36.0,false,,,0.0,,false,false,false,false,false,false
233300,99999,1937,2,9,14.0,4,,,,,,,3.0,4,10.199999809265137,4,13.0,,12.0,false,,,,,false,false,false,false,false,false
339020,99999,1937,2,6,34.200000762939453,4,,,,,,,0.699999988079071,4,1.2999999523162842,4,5.0999999046325684,,25.0,false,,,0.0,,true,true,true,true,true,true
307580,99999,1937,1,12,-19.0,4,,,,,,,6.1999998092651367,4,0.0,4,,,-33.0,false,,,0.0,,true,true,true,true,true,true
224710,99999,1937,10,8,38.5,4,,,1020.7999877929688,4,,,0.40000000596046448,4,2.2000000476837158,4,5.0999999046325684,,36.0,false,,,0.0,,true,true,true,true,true,true
122810,99999,1937,12,20,26.0,4,24.299999237060547,4,1013.2999877929688,4,,,1.8999999761581421,4,8.0,4,13.0,,25.0,true,,,0.0,,true,true,true,true,true,true
278570,99999,1937,12,22,30.200000762939453,4,,,1024.300048828125,4,,,5.3000001907348633,4,3.5,4,5.0999999046325684,,27.0,true,,,0.0,,false,false,false,false,false,false
233300,99999,1937,4,6,4.0,4,,,1022.9000244140625,4,,,9.3999996185302734,4,5.0999999046325684,4,5.0999999046325684,,-4.0,false,,,0.0,,false,false,false,false,false,false
388360,99999,1937,5,17,65.0,4,,,1003.0,4,,,10.899999618530273,4,4.3000001907348633,4,5.0999999046325684,,54.0,false,,,0.0,,false,false,false,false,false,false
378500,99999,1937,4,21,58.5,4,,,1023.7000122070312,4,,,2.2000000476837158,4,2.2000000476837158,4,5.0999999046325684,,54.0,true,,,0.0,,false,false,false,false,false,false
100910,99999,1937,11,2,48.0,4,43.0,4,1015.4000244140625,4,,,6.1999998092651367,4,15.800000190734863,4,18.100000381469727,,46.0,true,,,0.0,,false,false,false,false,false,false
286610,99999,1937,10,4,43.200000762939453,4,,,1023.2000122070312,4,,,3.7000000476837158,4,5.0,4,13.0,,16.0,false,,,0.0,,true,true,true,true,true,true
239330,99999,1937,9,5,44.700000762939453,4,,,1014.0999755859375,4,,,,,25.399999618530273,4,29.899999618530273,,32.0,false,,,,,false,false,false,false,false,false
292630,99999,1937,2,26,18.0,4,,,1008.5,4,,,1.6000000238418579,4,9.0,4,13.0,,3.0,false,,,,,false,false,false,false,false,false
289520,99999,1937,9,21,54.0,4,,,1021.0999755859375,4,,,11.199999809265137,4,6.1999998092651367,4,8.8999996185302734,,46.0,false,,,0.0,,false,false,false,false,false,false
381980,99999,1937,3,27,49.0,4,,,1023.4000244140625,4,,,10.899999618530273,4,5.1999998092651367,4,8.8999996185302734,,37.0,false,,,0.0,,false,false,false,false,false,false
351210,99999,1937,10,29,38.299999237060547,4,,,1032.9000244140625,4,,,4.0,4,1.7000000476837158,4,5.0999999046325684,,28.0,false,,,0.0,,false,false,false,false,false,false
251730,99999,1937,6,22,45.299999237060547,4,,,1005.7999877929688,4,,,31.100000381469727,4,17.200000762939453,4,23.899999618530273,,37.0,true,,,0.0,,false,false,false,false,false,false
296340,99999,1937,12,30,-1.7999999523162842,4,,,1024.0999755859375,4,,,6.1999998092651367,4,9.3000001907348633,4,18.100000381469727,,-8.0,true,,,,,false,false,false,false,false,false
288380,99999,1937,1,5,10.800000190734863,4,,,1038.5999755859375,4,,,0.800000011920929,4,0.0,4,,,5.0,false,,,0.0,,true,true,true,true,true,true
289010,99999,1937,10,17,30.700000762939453,4,,,1028.300048828125,4,,,17.100000381469727,4,6.1999998092651367,4,8.8999996185302734,,27.0,true,,,0.0,,false,false,false,false,false,false
351880,99999,1937,4,7,26.200000762939453,4,,,1016.2000122070312,4,,,4.3000001907348633,4,11.699999809265137,4,23.899999618530273,,18.0,false,,,0.0,,false,false,false,false,false,false
345040,99999,1937,2,28,19.200000762939453,4,,,1026.699951171875,4,,,2.5,4,0.5,4,1.8999999761581421,,14.0,false,,,0.0,,false,false,false,false,false,false
296120,99999,1937,10,23,32.5,4,,,1017.2999877929688,4,,,4.6999998092651367,4,11.899999618530273,4,23.899999618530273,,30.0,false,,,,,false,false,false,false,false,false
386830,99999,1937,9,14,70.0,4,,,1013.7999877929688,4,,,8.3999996185302734,4,3.5,4,5.0999999046325684,,50.0,false,,,0.0,,false,false,false,false,false,false
104490,99999,1937,8,18,59.799999237060547,4,56.0,4,1015.5,4,,,4.3000001907348633,4,5.0999999046325684,4,5.0999999046325684,,52.0,false,,,0.0,,false,false,false,false,false,false
280440,99999,1937,5,30,46.299999237060547,4,,,1015.2000122070312,4,,,23.899999618530273,4,1.7000000476837158,4,5.0999999046325684,,37.0,true,,,0.0,,false,false,false,false,false,false
124010,99999,1937,9,23,55.299999237060547,4,46.200000762939453,4,1016.9000244140625,4,,,12.399999618530273,4,17.399999618530273,4,23.899999618530273,,48.0,true,,,0.0,,false,false,false,false,false,false
104160,99999,1937,10,18,52.0,4,45.099998474121094,4,1033.300048828125,4,,,2.2000000476837158,4,4.5,4,8.8999996185302734,,50.0,true,,,0.0,,false,false,false,false,false,false
105500,99999,1937,5,5,54.0,4,49.5,4,1016.0,4,,,4.3000001907348633,4,4.8000001907348633,4,8.8999996185302734,,45.0,false,,,0.019999999552965164,,false,false,false,false,false,false
103630,99999,1937,10,11,48.200000762939453,4,43.0,4,1019.2999877929688,4,,,24.899999618530273,4,5.1999998092651367,4,8.8999996185302734,,39.0,false,,,,,false,false,false,false,false,false
360030,99999,1937,12,3,27.5,4,,,1013.2999877929688,4,,,2.5,4,9.3000001907348633,4,18.100000381469727,,14.0,false,,,,,false,false,false,false,false,false
104730,99999,1937,8,29,67.699996948242188,4,59.299999237060547,4,1020.0,4,,,2.2000000476837158,4,5.1999998092651367,4,8.8999996185302734,,52.0,false,,,0.0,,false,false,false,false,false,false
275530,99999,1937,7,14,63.5,4,,,1002.2000122070312,4,,,2.2000000476837158,4,19.0,4,43.900001525878906,,54.0,false,,,,,false,false,false,false,false,false
214320,99999,1937,2,28,-7.5,4,,,1023.0,4,,,,,,,,,-9.0,true,,,0.0,,false,false,false,false,false,false
228200,99999,1937,12,4,9.6999998092651367,4,,,1014.0,4,,,1.7000000476837158,4,4.6999998092651367,4,13.0,,-6.0,false,,,0.0,,false,false,false,false,false,false
319960,99999,1937,4,12,35.700000762939453,4,,,1022.9000244140625,4,,,12.399999618530273,4,3.2999999523162842,4,13.0,,25.0,true,,,0.0,,false,false,false,false,false,false
387630,99999,1937,9,15,73.800003051757812,4,,,1014.2999877929688,4,,,6.3000001907348633,4,7.4000000953674316,4,23.899999618530273,,57.0,false,,,0.0,,false,false,false,false,false,false
225220,99999,1937,8,29,59.200000762939453,4,,,1022.2000122070312,4,,,12.399999618530273,4,7.0,4,8.8999996185302734,,43.0,false,,,0.0,,false,false,false,false,false,false
286610,99999,1937,2,5,-11.199999809265137,4,,,1026.9000244140625,4,,,3.4000000953674316,4,6.0,4,8.8999996185302734,,-15.0,false,,,0.0,,false,false,false,false,false,false
288380,99999,1937,2,12,-4.8000001907348633,4,,,1026.9000244140625,4,,,1.2000000476837158,4,0.0,4,,,-11.0,false,,,0.0,,false,false,false,false,false,false
370310,99999,1937,10,16,37.0,4,,,1020.7999877929688,4,,,2.5,4,27.200000762939453,4,36.900001525878906,,36.0,true,,,,,false,false,false,false,false,false
214320,99999,1937,5,25,24.0,4,,,1008.5,4,,,12.399999618530273,4,29.200000762939453,4,36.900001525878906,,21.0,false,,,0.0,,false,false,false,false,false,false
238490,99999,1937,1,28,-9.5,4,,,1028.199951171875,4,,,1.7999999523162842,4,3.7999999523162842,4,5.0999999046325684,,-20.0,true,,,,,false,false,false,false,false,false
288060,99999,1937,12,5,36.0,4,,,1012.2999877929688,4,,,2.5,4,13.0,4,23.899999618530273,,34.0,false,,,,,true,true,true,true,true,true
347120,99999,1937,8,4,71.199996948242188,4,,,1003.5999755859375,4,,,4.3000001907348633,4,8.8999996185302734,4,8.8999996185302734,,68.0,false,,,0.0,,false,false,false,false,false,false
103660,99999,1937,2,19,37.799999237060547,4,34.299999237060547,4,1002.2000122070312,4,,,3.0,4,13.5,4,18.100000381469727,,34.0,false,,,0.11999999731779099,,false,false,false,false,false,false
347310,99999,1937,9,1,67.199996948242188,4,,,1010.2000122070312,4,,,2.7999999523162842,4,2.2000000476837158,4,5.0999999046325684,,59.0,true,,,0.0,,false,false,false,false,false,false
31850,99999,1937,9,3,57.0,4,50.299999237060547,4,1010.2999877929688,4,,,15.5,4,12.5,4,18.100000381469727,,51.099998474121094,false,,,0.0,,false,false,false,false,false,false
103120,99999,1937,4,19,47.299999237060547,4,,,1010.0999755859375,4,,,3.0999999046325684,4,7.0,4,8.8999996185302734,,43.0,false,,,0.039999999105930328,,false,false,false,false,false,false
384570,99999,1937,5,19,73.5,4,,,1012.0,4,,,,,4.5,4,8.8999996185302734,,59.0,false,,,0.0,,false,false,false,false,false,false
360030,99999,1937,5,11,53.200000762939453,4,,,1026.199951171875,4,,,4.3000001907348633,4,8.0,4,8.8999996185302734,,36.0,false,,,0.0,,false,false,false,false,false,false
108640,99999,1937,10,8,46.799999237060547,4,44.799999237060547,4,1013.9000244140625,4,,,1.2000000476837158,4,10.0,4,13.0,,45.0,true,,,,,false,false,false,false,false,false
354060,99999,1937,5,13,51.5,4,,,1019.2999877929688,4,,,6.1999998092651367,4,10.800000190734863,4,18.100000381469727,,34.0,true,,,0.0,,false,false,false,false,false,false
105500,99999,1937,6,23,61.5,4,48.299999237060547,4,1015.7000122070312,4,,,6.1999998092651367,4,5.0,4,8.8999996185302734,,41.0,false,,,0.0,,false,false,false,false,false,false
219650,99999,1937,5,13,18.5,4,,,1008.5999755859375,4,,,3.4000000953674316,4,18.5,4,29.899999618530273,,12.0,false,,,,,false,false,false,false,false,false
284400,99999,1937,3,1,0.20000000298023224,4,,,1036.199951171875,4,,,2.9000000953674316,4,3.7999999523162842,4,5.0999999046325684,,-9.0,false,,,0.0,,true,true,true,true,true,true
278150,99999,1937,4,7,37.5,4,,,1025.5,4,,,4.3000001907348633,4,5.1999998092651367,4,8.8999996185302734,,32.0,false,,,0.0,,false,false,false,false,false,false
278570,99999,1937,4,13,40.700000762939453,4,,,1022.7999877929688,4,,,6.1999998092651367,4,7.0,4,18.100000381469727,,32.0,true,,,0.0,,false,false,false,false,false,false
107280,99999,1937,1,5,42.0,4,39.0,4,1018.5,4,,,3.0999999046325684,4,6.1999998092651367,4,8.8999996185302734,,34.0,false,,,,,false,false,false,false,false,false
234050,99999,1937,10,6,38.799999237060547,4,,,1021.2000122070312,4,,,9.3000001907348633,4,10.0,4,13.0,,32.0,false,,,,,false,false,false,false,false,false
296340,99999,1937,10,29,34.0,4,,,1014.7999877929688,4,,,1.8999999761581421,4,16.799999237060547,4,18.100000381469727,,32.0,false,,,,,false,false,false,false,false,false
219650,99999,1937,12,22,-5.0,4,,,1036.5,4,,,21.700000762939453,4,13.699999809265137,4,23.899999618530273,,-17.0,false,,,0.0,,false,false,false,false,false,false
275950,99999,1937,6,8,60.299999237060547,4,,,1022.7000122070312,4,,,5.3000001907348633,4,9.0,4,13.0,,50.0,false,,,0.0,,false,false,false,false,false,false
260940,99999,1937,4,19,52.700000762939453,4,,,1014.5,4,,,2.2000000476837158,4,7.0,4,13.0,,45.0,false,,,0.0,,false,false,false,false,false,false
284930,99999,1937,10,10,41.5,4,,,1007.7999877929688,4,,,2.0,4,12.699999809265137,4,23.899999618530273,,30.0,false,,,,,false,false,false,false,false,false
278150,99999,1937,1,20,0.0,4,,,1033.5999755859375,4,,,3.0999999046325684,4,7.0,4,8.8999996185302734,,-4.0,true,,,0.0,,false,false,false,false,false,false
343000,99999,1937,7,21,74.300003051757812,4,,,1014.9000244140625,4,,,10.899999618530273,4,1.8999999761581421,4,1.8999999761581421,,59.0,false,,,0.0,,false,false,false,false,false,false
278570,99999,1937,8,18,60.0,4,,,1016.0999755859375,4,,,4.3000001907348633,4,7.0,4,8.8999996185302734,,59.0,false,,,0.0,,false,false,false,false,false,false
105010,99999,1937,10,28,60.299999237060547,4,51.0,4,1011.0,4,,,2.2000000476837158,4,4.5,4,8.8999996185302734,,55.0,false,,,0.0,,false,false,false,false,false,false
280440,99999,1937,9,15,61.5,4,,,1004.0,4,,,9.8999996185302734,4,9.3000001907348633,4,18.100000381469727,,48.0,false,,,0.0,,false,false,false,false,false,false
330380,99999,1937,12,18,38.799999237060547,4,,,1007.7000122070312,4,,,1.7000000476837158,4,10.0,4,13.0,,34.0,true,,,0.0,,false,false,false,false,false,false
339940,99999,1937,6,23,68.800003051757812,4,,,1014.5999755859375,4,,,,,7.5,4,18.100000381469727,,63.0,true,,,0.0,,false,false,false,false,false,false
259140,99999,1937,3,28,27.5,4,,,1011.9000244140625,4,,,12.399999618530273,4,17.0,4,23.899999618530273,,21.0,true,,,0.0,,false,false,false,false,false,false
105120,99999,1937,8,3,71.199996948242188,4,,,1017.7000122070312,4,,,6.1999998092651367,4,6.0,4,8.8999996185302734,,61.0,true,,,0.0,,false,false,false,false,false,false
284400,99999,1937,10,19,33.0,4,,,988.29998779296875,4,,,8.3999996185302734,4,5.8000001907348633,4,13.0,,30.0,false,,,,,false,false,false,false,false,false
335480,99999,1937,3,11,32.0,4,,,1011.0999755859375,4,,,5.3000001907348633,4,9.0,4,18.100000381469727,,21.0,true,,,0.0,,true,true,true,true,true,true
109610,99999,1937,3,24,14.800000190734863,4,13.0,4,981.70001220703125,4,,,6.1999998092651367,4,14.0,4,18.100000381469727,,10.0,false,,,0.079999998211860657,,true,true,true,true,true,true
36010,99999,1937,7,6,58.0,4,56.0,4,1011.7000122070312,4,,,6.1999998092651367,4,7.5,4,18.100000381469727,,55.0,false,,,0.0,,false,false,false,false,false,false
109540,99999,1937,1,4,36.5,4,35.5,4,1030.199951171875,4,,,1.8999999761581421,4,1.0,4,1.8999999761581421,,32.0,true,,,0.11999999731779099,,true,true,true,true,true,true
109350,99999,1937,6,12,76.199996948242188,4,62.0,4,1018.7999877929688,4,,,9.3000001907348633,4,6.3000001907348633,4,13.0,,66.0,false,,,0.019999999552965164,,false,false,false,false,false,false
289010,99999,1937,7,20,67.300003051757812,4,,,1012.0999755859375,4,,,12.399999618530273,4,11.899999618530273,4,23.899999618530273,,57.0,false,,,0.0,,false,false,false,false,false,false
360030,99999,1937,9,27,57.5,4,,,1019.9000244140625,4,,,10.899999618530273,4,5.5,4,13.0,,41.0,false,,,0.0,,false,false,false,false,false,false
286610,99999,1937,10,11,42.5,4,,,1020.0,4,,,2.9000000953674316,4,3.5,4,5.0999999046325684,,39.0,false,,,0.0,,false,false,false,false,false,false
100330,99999,1937,1,25,21.0,4,16.5,4,1016.2000122070312,4,,,3.4000000953674316,4,33.400001525878906,4,43.900001525878906,,18.0,false,,,0.0,,false,false,false,false,false,false
380620,99999,1937,4,16,31.200000762939453,4,,,1029.300048828125,4,,,2.5,4,2.2000000476837158,4,5.0999999046325684,,25.0,false,,,0.0,,false,false,false,false,false,false
103280,99999,1937,8,17,59.5,4,,,1008.7000122070312,4,,,3.4000000953674316,4,9.0,4,13.0,,54.0,false,,,0.039999999105930328,,false,false,false,false,false,false
229810,99999,1937,10,17,34.0,4,,,1012.2000122070312,4,,,7.8000001907348633,4,8.8999996185302734,4,8.8999996185302734,,27.0,false,,,0.0,,false,false,false,false,false,false
377350,99999,1937,10,6,63.200000762939453,4,,,1019.2000122070312,4,,,12.399999618530273,4,,,,,59.0,true,,,,,false,false,false,false,false,false
101800,99999,1937,9,2,70.0,4,60.0,4,1015.0,4,,,3.4000000953674316,4,13.5,4,18.100000381469727,,52.0,false,,,0.0,,false,false,false,false,false,false
